"time","singleChiller.singleChiller.chillerWithHex2_1.chi.P","supplyTemp","returnTemp"
1020,637174.9055866363,291.5458663929114,291.5518075073496
1025,637164.3543508337,291.5460403366517,291.5528205694438
1030,637153.9988104394,291.5462110549105,291.5538365118314
1035,637143.834169124,291.5463786268346,291.5548533528469
1040,637133.8556306527,291.5465431315714,291.5558691108242
1045,637124.058398915,291.546704648268,291.556881804098
1050,637114.437677888,291.5468632560716,291.5578894510023
1055,637104.9886716631,291.5470190341292,291.5588900698715
1060,637095.7065844141,291.5471720615882,291.5598816790399
1065,637086.586620423,291.5473224175958,291.5608622968417
1070,637077.6239840566,291.5474701812989,291.5618299416113
1075,637068.8138797669,291.5476154318449,291.5627826316829
1080,637060.1515120963,291.5477582483809,291.5637183853907
1085,637051.632085668,291.5478987100541,291.5646352210692
1090,637043.2508051927,291.5480368960116,291.5655311570525
1095,637035.0028754569,291.5481728854006,291.566404211675
1100,637026.883501319,291.5483067573683,291.5672524032709
1105,637018.887887706,291.5484385910619,291.5680737501744
1110,637011.011239638,291.5485684656285,291.5688662707201
1115,637003.2487621843,291.5486964602154,291.569627983242
1120,636995.5956604894,291.5488226539696,291.5703569060744
1125,636988.047139761,291.5489471260383,291.5710510575518
1130,636980.5984052815,291.5490699555688,291.5717084560083
1135,636973.2446623747,291.5491912217082,291.5723271197781
1140,636965.9811164489,291.5493110036036,291.5729050671957
1145,636958.8029729538,291.5494293804022,291.5734403165952
1150,636951.7054373977,291.5495464312513,291.573930886311
1155,636944.6837153572,291.5496622352979,291.5743747946774
1160,636937.733012457,291.5497768716893,291.5747700600286
1165,636930.8485343701,291.5498904195727,291.5751147006989
1170,636924.025486826,291.5500029580951,291.5754067350227
1175,636917.2590756067,291.5501145664038,291.575644181334
1180,636910.5445065389,291.550225323646,291.5758250579674
1185,636903.8769855123,291.5503353089687,291.5759473832571
1190,636897.2517184445,291.5504446015192,291.5760091755373
1195,636890.6639113151,291.5505532804448,291.5760084531422
1200,636884.1087701492,291.5506614248924,291.5759432344063
1205,636877.5815010163,291.5507691140093,291.5758115376638
1210,636871.0773100306,291.5508764269427,291.5756113812489
1215,636864.5914033498,291.5509834428397,291.575340783496
1220,636858.1189871815,291.5510902408475,291.5749977627393
1225,636851.6552677731,291.5511969001134,291.5745803373131
1230,636845.1954514278,291.5513034997844,291.5740865255518
1235,636838.7347444735,291.5514101190077,291.5735143457895
1240,636832.2683533048,291.5515168369305,291.5728618163606
1245,636827.3605124666,291.5515977868639,291.5732339766043
1250,636822.8462998573,291.5516722320111,291.573810326111
1255,636818.4197673579,291.5517452314676,291.5743764056882
1260,636814.0780888348,291.5518168318389,291.5749316221008
1265,636809.818438169,291.551887079731,291.5754753821133
1270,636805.6379892773,291.5519560217497,291.5760070924903
1275,636801.5339160954,291.5520237045006,291.5765261599965
1280,636797.5033925822,291.5520901745898,291.5770319913966
1285,636793.5435927113,291.5521554786228,291.5775239934551
1290,636789.6516905001,291.5522196632056,291.5780015729368
1295,636785.8248599586,291.5522827749439,291.5784641366061
1300,636782.0602751398,291.5523448604435,291.5789110912278
1305,636778.3551101036,291.5524059663102,291.5793418435666
1310,636774.7065389277,291.5524661391498,291.5797558003869
1315,636771.1117357219,291.5525254255681,291.5801523684535
1320,636767.5678745988,291.552583872171,291.5805309545311
1325,636764.0721296909,291.5526415255641,291.5808909653841
1330,636760.6216751576,291.5526984323533,291.5812318077774
1335,636757.213685159,291.5527546391445,291.5815528884755
1340,636753.8453338882,291.5528101925433,291.581853614243
1345,636750.5137955367,291.5528651391556,291.5821333918445
1350,636747.2162443295,291.5529195255871,291.5823916280449
1355,636743.9498544836,291.5529733984438,291.5826277296085
1360,636740.7118002551,291.5530268043313,291.5828411033002
1365,636737.4992558911,291.5530797898555,291.5830311558844
1370,636734.3093956688,291.5531324016221,291.583197294126
1375,636731.1393938741,291.553184686237,291.5833389247894
1380,636727.9864248033,291.553236690306,291.5834554546394
1385,636724.8476627672,291.5532884604348,291.5835462904405
1390,636721.7202820885,291.5533400432292,291.5836108389574
1395,636718.6014571108,291.5533914852952,291.5836485069548
1400,636715.4883621745,291.5534428332383,291.5836587011972
1405,636712.3781716541,291.5534941336645,291.5836408284493
1410,636709.2680599133,291.5535454331795,291.5835942954758
1415,636706.1552013456,291.5535967783891,291.5835185090413
1420,636703.0367703539,291.5536482158992,291.5834128759103
1425,636699.9099413459,291.5536997923155,291.5832768028476
1430,636696.7718887511,291.5537515542438,291.5831096966178
1435,636693.6197870057,291.5538035482899,291.5829109639855
1440,636690.4508105615,291.5538558210596,291.5826800117154
1445,636687.2621338833,291.5539084191588,291.582416246572
1450,636684.0509314528,291.5539613891931,291.5821190753201
1455,636680.8143777561,291.5540147777684,291.5817879047242
1460,636677.5496472984,291.5540686314906,291.581422141549
1465,636674.2539146031,291.5541229969653,291.5810211925591
1470,636670.9243542042,291.5541779207985,291.5805844645192
1475,636667.5581406435,291.5542334495958,291.580111364194
1480,636664.1524484884,291.554289629963,291.5796012983479
1485,636660.7044523145,291.5543465085061,291.5790536737457
1490,636657.2113267233,291.5544041318307,291.578467897152
1495,636653.6702463196,291.5544625465427,291.5778433753314
1500,636650.0783857311,291.5545217992478,291.5771795150487
1505,636646.4329196034,291.5545819365519,291.5764757230683
1510,636644.1715727857,291.5546192381297,291.5763125774204
1515,636642.0738738152,291.5546538398798,291.5761982426599
1520,636640.0044580059,291.5546879751028,291.5760786544408
1525,636637.9621477741,291.5547216632145,291.5759538844034
1530,636635.9457655468,291.5547549236308,291.5758240041882
1535,636633.9541337499,291.5547877757673,291.5756890854355
1540,636631.9860748173,291.5548202390399,291.5755491997855
1545,636630.0404111844,291.5548523328644,291.5754044188788
1550,636628.1159652896,291.5548840766564,291.5752548143555
1555,636626.2115595773,291.5549154898318,291.5751004578561
1560,636624.3260164881,291.5549465918065,291.5749414210209
1565,636622.458158484,291.5549774019961,291.5747777754901
1570,636620.6068080128,291.5550079398165,291.5746095929043
1575,636618.770787531,291.5550382246834,291.5744369449037
1580,636616.9489195027,291.5550682760127,291.5742599031286
1585,636615.1400263873,291.55509811322,291.5740785392194
1590,636613.3429306559,291.5551277557212,291.5738929248164
1595,636611.5564547809,291.5551572229321,291.5737031315601
1600,636609.7794212297,291.5551865342683,291.5735092310907
1605,636608.0106524867,291.5552157091459,291.5733112950485
1610,636606.2489710235,291.5552447669804,291.5731093950739
1615,636604.4931993305,291.5552737271877,291.5729036028073
1620,636602.7421598887,291.5553026091836,291.572693989889
1625,636600.9946751903,291.5553314323839,291.5724806279594
1630,636599.2495677248,291.5553602162043,291.5722635886586
1635,636597.5056599921,291.5553889800606,291.5720429436273
1640,636595.7617744782,291.5554177433686,291.5718187645056
1645,636594.0167336939,291.5554465255441,291.5715911229339
1650,636592.2693601442,291.5554753460028,291.5713600905526
1655,636590.5184763302,291.5555042241606,291.571125739002
1660,636588.7629047622,291.5555331794332,291.5708881399224
1665,636587.0014679543,291.5555622312364,291.5706473649541
1670,636585.2329884227,291.555591398986,291.5704034857377
1675,636583.4562886809,291.5556207020977,291.5701565739133
1680,636581.6701912574,291.5556501599875,291.5699067011212
1685,636579.873518672,291.5556797920709,291.569653939002
1690,636578.0650934542,291.5557096177639,291.5693983591958
1695,636576.2437381379,291.5557396564821,291.5691400333431
1700,636574.4082752564,291.5557699276414,291.5688790330842
1705,636572.5575273409,291.5558004506576,291.5686154300593
1710,636570.6903169402,291.5558312449464,291.5683492959089
1715,636568.8054665943,291.5558623299237,291.5680807022734
1720,636566.9017988502,291.5558937250051,291.567809720793
1725,636564.9781362682,291.5559254496066,291.5675364231082
1730,636563.0333013916,291.5559575231438,291.5672608808591
1735,636561.0661167826,291.5559899650326,291.5669831656862
1740,636559.0754050084,291.5560227946886,291.5667033492298
1745,636557.0599886336,291.5560560315278,291.5664215031303
1750,636555.0186902302,291.5560896949659,291.566137699028
1755,636552.9503323672,291.5561238044187,291.5658520085633
1760,636550.8537376282,291.5561583793019,291.5655645033764
1765,636548.7277285937,291.5561934390313,291.5652752551078
1770,636546.5711278594,291.5562290030228,291.5649843353978
1775,636545.1799811166,291.5562519469976,291.5647437419459
1780,636543.8081839792,291.5562745718504,291.5645050266402
1785,636542.4482842091,291.5562970004477,291.5642678524238
1790,636541.0999424054,291.5563192383877,291.5640323455258
1795,636539.7628191777,291.5563412912684,291.5637986321754
1800,636538.4365751446,291.556363164688,291.5635668386017
1805,636537.120870905,291.5563848642445,291.5633370910338
1810,636535.8153670796,291.556406395536,291.5631095157008
1815,636534.5197242739,291.5564277641606,291.5628842388318
1820,636533.233603111,291.5564489757164,291.562661386656
1825,636531.9566641978,291.5564700358015,291.5624410854024
1830,636530.6885681457,291.5564909500139,291.5622234613002
1835,636529.4289755735,291.5565117239519,291.5620086405785
1840,636528.1775471026,291.5565323632134,291.5617967494665
1845,636526.9339433403,291.5565528733966,291.5615879141931
1850,636525.6978249098,291.5565732600995,291.5613822609877
1855,636524.4688524236,291.5565935289202,291.5611799160792
1860,636523.2466865083,291.556613685457,291.5609810056968
1865,636522.0309877772,291.5566337353077,291.5607856560695
1870,636520.8214168537,291.5566536840706,291.5605939934267
1875,636519.6176343551,291.5566735373436,291.5604061439972
1880,636518.4193009016,291.556693300725,291.5602222340103
1885,636517.2260771217,291.5567129798127,291.5600423896951
1890,636516.0376236315,291.556732580205,291.5598667372806
1895,636514.853601056,291.5567521074998,291.5596954029961
1900,636513.6736700174,291.5567715672953,291.5595285130706
1905,636512.497491141,291.5567909651896,291.5593661937333
1910,636511.3247250555,291.5568103067807,291.5592085712132
1915,636510.1550323765,291.5568295976668,291.5590557717395
1920,636508.9880737389,291.5568488434458,291.5589079215412
1925,636507.8235097668,291.5568680497161,291.5587651468476
1930,636506.6610010861,291.5568872220755,291.5586275738877
1935,636505.500208325,291.5569063661223,291.5584953288907
1940,636504.340792111,291.5569254874545,291.5583685380856
1945,636503.182413074,291.5569445916701,291.5582473277016
1950,636502.0247318418,291.5569636843674,291.5581318239678
1955,636500.8674090445,291.5569827711443,291.5580221531133
1960,636499.7101053162,291.557001857599,291.5579184413673
1965,636498.5524812839,291.5570209493296,291.5578208149588
1970,636497.3941975797,291.5570400519341,291.557729400117
1975,636496.2349148347,291.5570591710107,291.5576443230709
1980,636495.0742936862,291.5570783121574,291.5575657100497
1985,636493.9119947627,291.5570974809724,291.5574936872826
1990,636492.7476787018,291.5571166830537,291.5574283809986
1995,636491.5810061343,291.5571359239994,291.5573699174269
2000,636490.4116376957,291.5571552094076,291.5573184227965
2005,636489.2392340236,291.5571745448764,291.5572740233366
2010,636488.0634557551,291.557193936004,291.5572368452763
2015,636486.8839635229,291.5572133883882,291.5572070148448
2020,636485.7004179672,291.5572329076274,291.557184658271
2025,636484.5124797265,291.5572524993195,291.5571699017843
2030,636483.3198094385,291.5572721690627,291.5571628716136
2035,636482.1411521256,291.5572916077531,291.5571534799592
2040,636481.2200017094,291.5573068001522,291.557011885937
2045,636480.3053132278,291.5573218859796,291.5568728966825
2050,636479.3970866809,291.5573368652354,291.5567365121959
2055,636478.4953220624,291.5573517379196,291.5566027324771
2060,636477.6000193653,291.5573665040323,291.5564715575262
2065,636476.7111785812,291.5573811635734,291.556342987343
2070,636475.828799707,291.5573957165428,291.5562170219276
2075,636474.9528827353,291.5574101629407,291.5560936612801
2080,636474.0834276591,291.557424502767,291.5559729054004
2085,636473.2204344732,291.5574387360217,291.5558547542885
2090,636472.3639031701,291.5574528627047,291.5557392079444
2095,636471.5138337462,291.5574668828162,291.5556262663681
2100,636470.6702261958,291.5574807963562,291.5555159295596
2105,636469.8330805132,291.5574946033245,291.555408197519
2110,636469.0023966922,291.5575083037212,291.5553030702462
2115,636468.1781747243,291.5575218975463,291.5552005477412
2120,636467.3604146071,291.5575353847998,291.5551006300039
2125,636466.5491163309,291.5575487654818,291.5550033170346
2130,636465.7442798939,291.5575620395921,291.554908608833
2135,636464.9459052874,291.5575752071309,291.5548165053992
2140,636464.1539925123,291.557588268098,291.5547270067333
2145,636463.3685415559,291.5576012224936,291.5546401128352
2150,636462.5895524169,291.5576140703176,291.5545558237048
2155,636461.817025083,291.5576268115699,291.5544741393423
2160,636461.0509595611,291.5576394462507,291.5543950597477
2165,636460.291355838,291.5576519743599,291.5543185849208
2170,636459.5382139065,291.5576643958975,291.5542447148617
2175,636458.7915337627,291.5576767108636,291.5541734495705
2180,636458.0513154102,291.5576889192579,291.5541047890471
2185,636457.3175588315,291.5577010210808,291.5540387332914
2190,636456.5902640281,291.557713016332,291.5539752823036
2195,636455.8694309916,291.5577249050116,291.5539144360836
2200,636455.1550597227,291.5577366871197,291.5538561946315
2205,636454.4471502074,291.5577483626561,291.5538005579471
2210,636453.7457024505,291.557759931621,291.5537475260306
2215,636453.0507164408,291.5577713940143,291.5536970988819
2220,636452.3621921794,291.557782749836,291.5536492765009
2225,636451.6801296524,291.557793999086,291.5536040588879
2230,636451.0045288641,291.5578051417645,291.5535614460425
2235,636450.3353898041,291.5578161778714,291.5535214379651
2240,636449.6727124676,291.5578271074067,291.5534840346554
2245,636449.0164968559,291.5578379303704,291.5534492361136
2250,636448.3667429552,291.5578486467625,291.5534170423396
2255,636447.7234507711,291.557859256583,291.5533874533334
2260,636447.0866202916,291.5578697598319,291.5533604690949
2265,636446.4562515193,291.5578801565093,291.5533360896243
2270,636445.8323444406,291.557890446615,291.5533143149216
2275,636445.2148990597,291.5579006301492,291.5532951449866
2280,636444.6039153645,291.5579107071117,291.5532785798195
2285,636443.9993933582,291.5579206775027,291.5532646194201
2290,636443.401333035,291.557930541322,291.5532532637886
2295,636442.8097343835,291.5579402985698,291.5532445129249
2300,636442.2245974097,291.557949949246,291.5532383668291
2305,636441.645922103,291.5579594933506,291.553234825501
2310,636441.0737084656,291.5579689308836,291.5532338889407
2315,636440.5079564841,291.557978261845,291.5532355571483
2320,636439.9486661638,291.5579874862348,291.5532398301237
2325,636439.3958374952,291.557996604053,291.5532467078668
2330,636438.8494704742,291.5580056152996,291.5532561903779
2335,636438.3095650991,291.5580145199746,291.5532682776567
2340,636437.776121368,291.5580233180781,291.5532829697033
2345,636437.2491392758,291.5580320096099,291.5533002665177
2350,636436.7286188162,291.5580405945702,291.5533201681
2355,636436.2145599884,291.5580490729589,291.5533426744501
2360,636435.7069627923,291.5580574447759,291.553367785568
2365,636435.2058272153,291.5580657100214,291.5533955014537
2370,636434.7111532596,291.5580738686953,291.5534258221072
2375,636434.2229409185,291.5580819207975,291.5534587475285
2380,636433.7411901926,291.5580898663282,291.5534942777177
2385,636433.2659010807,291.5580977052873,291.5535324126747
2390,636432.7970735708,291.5581054376748,291.5535731523994
2395,636432.3347076689,291.5581130634907,291.553616496892
2400,636431.8788033624,291.5581205827351,291.5536624461524
2405,636431.4293606568,291.5581279954077,291.5537110001806
2410,636430.986379544,291.5581353015089,291.5537621589767
2415,636430.5498600232,291.5581425010384,291.5538159225405
2420,636430.1198020915,291.5581495939964,291.5538722908722
2425,636429.6962057463,291.5581565803827,291.5539312639717
2430,636429.279070981,291.5581634601975,291.5539928418389
2435,636428.8683977929,291.5581702334406,291.554057024474
2440,636428.4641861821,291.5581769001122,291.5541238118769
2445,636428.0664361495,291.5581834602122,291.5541932040477
2450,636427.6751476823,291.5581899137406,291.5542652009863
2455,636427.2903207872,291.5581962606974,291.5543398026926
2460,636426.911955456,291.5582025010826,291.5544170091668
2465,636426.5400516886,291.5582086348962,291.5544968204088
2470,636426.1746094761,291.5582146621382,291.5545792364186
2475,636425.8156288289,291.5582205828086,291.5546642571962
2480,636425.4631097351,291.5582263969075,291.5547518827416
2485,636425.1170521914,291.5582321044347,291.5548421130549
2490,636424.7774561968,291.5582377053904,291.554934948136
2495,636424.4443217537,291.5582431997744,291.5550303879849
2500,636424.1176488547,291.5582485875868,291.5551284326015
2505,636423.760767956,291.5582544736378,291.5552003718331
2510,636423.2559977993,291.5582627989067,291.5551540679727
2515,636422.7552815733,291.5582710573148,291.5551084838168
2520,636422.2586192776,291.5582792488623,291.5550636193655
2525,636421.7660109047,291.558287373549,291.5550194746186
2530,636421.277456458,291.558295431375,291.5549760495762
2535,636420.7929559333,291.5583034223403,291.5549333442383
2540,636420.312509327,291.5583113464448,291.5548913586049
2545,636419.8361166382,291.5583192036887,291.5548500926761
2550,636419.3637778676,291.5583269940718,291.5548095464517
2555,636418.8954930067,291.5583347175943,291.5547697199318
2560,636418.43126206,291.558342374256,291.5547306131165
2565,636417.971085022,291.558349964057,291.5546922260056
2570,636417.5149618912,291.5583574869972,291.5546545585992
2575,636417.0628926678,291.5583649430768,291.5546176108974
2580,636416.6148773478,291.5583723322956,291.5545813829
2585,636416.1709159255,291.5583796546537,291.5545458746072
2590,636415.7310084089,291.5583869101511,291.5545110860188
2595,636415.2951547892,291.5583940987878,291.554477017135
2600,636414.8633550616,291.5584012205638,291.5544436679556
2605,636414.4356092304,291.558408275479,291.5544110384808
2610,636414.0119172909,291.5584152635336,291.5543791287105
2615,636413.5922792413,291.5584221847274,291.5543479386446
2620,636413.1766950818,291.5584290390605,291.5543174682833
2625,636412.7651648063,291.5584358265328,291.5542877176264
2630,636412.357688417,291.5584425471445,291.5542586866741
2635,636411.9542659112,291.5584492008954,291.5542303754263
2640,636411.5548972887,291.5584557877857,291.554202783883
2645,636411.1595825416,291.5584623078152,291.5541759120442
2650,636410.7683216761,291.558468760984,291.5541497599098
2655,636410.3811146852,291.5584751472921,291.55412432748
2660,636409.997961565,291.5584814667395,291.5540996147547
2665,636409.6188623238,291.5584877193261,291.5540756217339
2670,636409.2438169523,291.558493905052,291.5540523484176
2675,636408.8728254506,291.5585000239172,291.5540297948058
2680,636408.5058878127,291.5585060759217,291.5540079608984
2685,636408.1430040434,291.5585120610655,291.5539868466956
2690,636407.7841741414,291.5585179793486,291.5539664521974
2695,636407.4293981023,291.5585238307709,291.5539467774036
2700,636407.0786759211,291.5585296153325,291.5539278223143
2705,636406.7320076051,291.5585353330334,291.5539095869295
2710,636406.3893931409,291.5585409838736,291.5538920712492
2715,636406.0508325392,291.5585465678531,291.5538752752734
2720,636405.71632579,291.5585520849719,291.5538591990021
2725,636405.3858729,291.5585575352299,291.5538438424353
2730,636405.0594738568,291.5585629186273,291.553829205573
2735,636404.7371286694,291.5585682351639,291.5538152884153
2740,636404.4188373291,291.5585734848398,291.553802090962
2745,636404.1045998387,291.558578667655,291.5537896132132
2750,636403.7944161955,291.5585837836094,291.553777855169
2755,636403.4882863977,291.5585888327032,291.5537668168292
2760,636403.1862104433,291.5585938149362,291.5537564981939
2765,636402.8881883346,291.5585987303085,291.5537468992632
2770,636402.5942200673,291.5586035788201,291.5537380200369
2775,636402.3043056369,291.5586083604709,291.5537298605151
2780,636402.0184450479,291.5586130752611,291.5537224206979
2785,636401.7366382997,291.5586177231905,291.5537157005851
2790,636401.4588853879,291.5586223042592,291.5537097001769
2795,636401.1851863107,291.5586268184672,291.5537044194731
2800,636400.9155410675,291.5586312658145,291.5536998584739
2805,636400.6499496538,291.5586356463011,291.5536960171791
2810,636400.3884120776,291.5586399599269,291.5536928955889
2815,636400.130928329,291.5586442066921,291.5536904937031
2820,636399.8774984154,291.5586483865965,291.5536888115219
2825,636399.6281223272,291.5586524996402,291.5536878490452
2830,636399.3828000658,291.5586565458232,291.5536876062729
2835,636399.1415316336,291.5586605251455,291.5536880832051
2840,636398.9043170235,291.558664437607,291.5536892798419
2845,636398.6711562396,291.5586682832079,291.5536911961832
2850,636398.4420492793,291.558672061948,291.553693832229
2855,636398.2169961432,291.5586757738274,291.5536971879793
2860,636397.9959968254,291.5586794188461,291.553701263434
2865,636397.7790513308,291.558682997004,291.5537060585933
2870,636397.5661596545,291.5586865083013,291.5537115734571
2875,636397.3573217966,291.5586899527378,291.5537178080254
2880,636397.1525377566,291.5586933303136,291.5537247622982
2885,636396.9518075353,291.5586966410287,291.5537324362755
2890,636396.7551311292,291.5586998848831,291.5537408299573
2895,636396.5625085376,291.5587030618768,291.5537499433436
2900,636396.3739397597,291.5587061720097,291.5537597764344
2905,636396.1894247945,291.558709215282,291.5537703292297
2910,636396.008963645,291.5587121916935,291.5537816017295
2915,636395.8325563069,291.5587151012443,291.5537935939338
2920,636395.6602027784,291.5587179439344,291.5538063058426
2925,636395.4919030603,291.5587207197638,291.5538197374559
2930,636395.3276571541,291.5587234287324,291.5538338887737
2935,636395.1674650561,291.5587260708403,291.553848759796
2940,636395.0113267658,291.5587286460875,291.5538643505229
2945,636394.8592422827,291.558731154474,291.5538806609542
2950,636394.7112116055,291.5587335959998,291.55389769109
2955,636394.567234737,291.5587359706649,291.5539154409303
2960,636394.4273116738,291.5587382784692,291.5539339104752
2965,636394.2914424116,291.5587405194128,291.5539530997245
2970,636394.1596269566,291.5587426934957,291.5539730086783
2975,636394.0318653077,291.5587448007179,291.5539936373366
2980,636393.9081574581,291.5587468410794,291.5540149856995
2985,636393.7885034174,291.5587488145802,291.5540370537668
2990,636393.6729031713,291.5587507212202,291.5540598415387
2995,636393.5613567329,291.5587525609996,291.554083349015
3000,636393.4538640922,291.5587543339182,291.5541075761959
3005,636393.3504252549,291.5587560399761,291.5541325230812
3010,636393.2510402135,291.5587576791733,291.5541581896711
3015,636393.1557089784,291.5587592515097,291.5541845759654
3020,636393.0644315383,291.5587607569855,291.5542116819643
3025,636392.9772078971,291.5587621956005,291.5542395076676
3030,636392.8940380566,291.5587635673548,291.5542680530755
3035,636392.814922014,291.5587648722484,291.5542973181879
3040,636392.7398597692,291.5587661102812,291.5543273030047
3045,636392.6688513207,291.5587672814534,291.5543580075261
3050,636392.6018966723,291.5587683857648,291.5543894317519
3055,636392.5389958206,291.5587694232156,291.5544215756823
3060,636392.4801487651,291.5587703938056,291.5544544393172
3065,636392.4253555057,291.5587712975349,291.5544880226566
3070,636392.3746160407,291.5587721344035,291.5545223257005
3075,636392.3279303752,291.5587729044113,291.5545573484488
3080,636392.2852985051,291.5587736075584,291.5545930909017
3085,636392.2467204299,291.5587742438449,291.5546295530591
3090,636392.2121961492,291.5587748132706,291.554666734921
3095,636392.1817256634,291.5587753158355,291.5547046364874
3100,636392.1553089754,291.5587757515398,291.5547432577583
3105,636392.1329460822,291.5587761203834,291.5547825987337
3110,636392.114636983,291.5587764223662,291.5548226594136
3115,636392.1003816783,291.5587766574884,291.554863439798
3120,636392.0901801672,291.5587768257498,291.5549049398869
3125,636392.0840324571,291.5587769271504,291.5549471596803
3130,636392.0819385381,291.5587769616904,291.5549900991782
3135,636392.0838984099,291.5587769293696,291.5550337583806
3140,636392.0899120824,291.5587768301882,291.5550781372875
3145,636392.0999795487,291.558776664146,291.555123235899
3150,636392.1141008063,291.5587764312431,291.5551690542148
3155,636392.1322758647,291.5587761314795,291.5552155922353
3160,636392.1545047138,291.5587757648552,291.5552628499602
3165,636392.1807873584,291.5587753313701,291.5553108273896
3170,636392.211123799,291.5587748310243,291.5553595245236
3175,636392.2455140331,291.5587742638178,291.555408941362
3180,636392.2839580642,291.5587736297506,291.5554590779049
3185,636392.3264558901,291.5587729288227,291.5555099341524
3190,636392.3730075146,291.5587721610341,291.5555615101043
3195,636392.4236129317,291.5587713263848,291.5556138057607
3200,636392.4782721503,291.5587704248747,291.5556668211217
3205,636392.5369851618,291.5587694565039,291.5557205561871
3210,636392.5997519698,291.5587684212724,291.5557750109571
3215,636392.6665725734,291.5587673191802,291.5558301854315
3220,636392.7374469779,291.5587661502273,291.5558860796104
3225,636392.8123751791,291.5587649144136,291.5559426934939
3230,636392.8913571768,291.5587636117392,291.5560000270819
3235,636392.9743929761,291.5587622422041,291.5560580803743
3240,636393.061482573,291.5587608058083,291.5561168533713
3245,636393.1526259653,291.5587593025518,291.5561763460728
3250,636393.2478231603,291.5587577324346,291.5562365584787
3255,636393.3470741536,291.5587560954566,291.5562974905892
3260,636393.4503789466,291.5587543916179,291.5563591424042
3265,636393.5577375435,291.5587526209185,291.5564215139236
3270,636393.6691499405,291.5587507833584,291.5564846051476
3275,636393.784616139,291.5587488789376,291.5565484160761
3280,636393.9041361383,291.5587469076561,291.5566129467091
3285,636394.0277099403,291.5587448695138,291.5566781970466
3290,636394.1553375479,291.5587427645108,291.5567441670885
3295,636394.0055384318,291.5587452352031,291.5567447702524
3300,636393.8271919602,291.5587481767369,291.5567384389514
3305,636393.6502869361,291.5587510944966,291.55673221402
3310,636393.4748233667,291.558753988482,291.5567260954583
3315,636393.3008012414,291.5587568586933,291.5567200832662
3320,636393.1282205727,291.5587597051303,291.5567141774437
3325,636392.9570813513,291.5587625277932,291.5567083779909
3330,636392.7873835791,291.558765326682,291.5567026849077
3335,636392.619127257,291.5587681017965,291.5566970981942
3340,636392.4523123808,291.5587708531368,291.5566916178503
3345,636392.2869389572,291.5587735807029,291.5566862438761
3350,636392.1230069787,291.5587762844949,291.5566809762715
3355,636391.9605164526,291.5587789645126,291.5566758150366
3360,636391.7994673683,291.5587816207562,291.5566707601713
3365,636391.6398597379,291.5587842532256,291.5566658116757
3370,636391.4816935521,291.5587868619207,291.5566609695497
3375,636391.3249688148,291.5587894468417,291.5566562337933
3380,636391.169685524,291.5587920079885,291.5566516044066
3385,636391.0158436772,291.5587945453611,291.5566470813895
3390,636390.8634432808,291.5587970589596,291.5566426647421
3395,636390.7124843275,291.5587995487838,291.5566383544643
3400,636390.5629668243,291.5588020148339,291.5566341505562
3405,636390.4148907631,291.5588044571097,291.5566300530177
3410,636390.2682561482,291.5588068756114,291.5566260618489
3415,636390.1230629823,291.5588092703389,291.5566221770497
3420,636389.9793112559,291.5588116412922,291.5566183986202
3425,636389.8370009772,291.5588139884713,291.5566147265603
3430,636389.6961321443,291.5588163118762,291.55661116087
3435,636389.5567047554,291.5588186115069,291.5566077015494
3440,636389.418718808,291.5588208873635,291.5566043485985
3445,636389.2821743054,291.5588231394458,291.5566011020171
3450,636389.1470712501,291.558825367754,291.5565979618054
3455,636389.0134096354,291.5588275722879,291.5565949279634
3460,636388.8811894644,291.5588297530477,291.556592000491
3465,636388.7504107368,291.5588319100333,291.5565891793883
3470,636388.6210734528,291.5588340432447,291.5565864646552
3475,636388.4931776121,291.5588361526819,291.5565838562918
3480,636388.3667232138,291.5588382383449,291.556581354298
3485,636388.2417102556,291.5588403002337,291.5565789586738
3490,636388.1181387424,291.5588423383484,291.5565766694193
3495,636387.9960086693,291.5588443526888,291.5565744865344
3500,636387.8753200377,291.5588463432551,291.5565724100192
3505,636387.7560728486,291.5588483100472,291.5565704398736
3510,636387.6382671009,291.558850253065,291.5565685760977
3515,636387.5219027949,291.5588521723088,291.5565668186914
3520,636387.40697993,291.5588540677783,291.5565651676548
3525,636387.2934985069,291.5588559394736,291.5565636229878
3530,636387.1814585214,291.5588577873947,291.5565621846904
3535,636387.0708599798,291.5588596115417,291.5565608527627
3540,636386.9617028763,291.5588614119144,291.5565596272046
3545,636386.8539872133,291.5588631885129,291.5565585080162
3550,636386.7477129935,291.5588649413373,291.5565574951975
3555,636386.642880211,291.5588666703875,291.5565565887483
3560,636386.5394888684,291.5588683756635,291.5565557886688
3565,636386.437538966,291.5588700571653,291.556555094959
3570,636386.337030503,291.5588717148929,291.5565545076188
3575,636386.2379634769,291.5588733488463,291.5565540266483
3580,636386.1403378933,291.5588749590256,291.5565536520474
3585,636386.0441537449,291.5588765454306,291.5565533838162
3590,636385.9494110369,291.5588781080614,291.5565532219546
3595,636385.8561097702,291.5588796469181,291.5565531664626
3600,636385.7642499398,291.5588811620006,291.5565532173403
3605,636386.0147644751,291.5588770301873,291.5566262416932
3610,636386.2535611724,291.5588730916365,291.5566929826919
3615,636386.4511251311,291.5588698331363,291.5567376145667
3620,636386.6486891005,291.5588665746361,291.5567822464414
3625,636386.8462530874,291.5588633161358,291.5568268783161
