"time","singleChiller.singleChiller.chillerWithHex2_1.chi.P","supplyTemp","returnTemp"
555,639639.3203392306,291.5052522091383,291.6874924739433
560,639589.0852271282,291.5060801056239,291.6798897076834
565,639539.6277680416,291.5068951632129,291.67259546065
570,639490.9479205611,291.5076973819052,291.6656097328431
575,639443.045643953,291.508486761701,291.6589325242626
580,639395.9208981174,291.5092633026001,291.6525638349087
585,639349.5736436103,291.5100270046025,291.6465036647813
590,639304.0038416472,291.5107778677084,291.6407520138804
595,639259.2114540974,291.5115158919177,291.6353088822059
600,639215.1964434753,291.5122410772304,291.630174269758
605,639171.958772955,291.5129534236464,291.6253481765366
610,639129.4984063589,291.5136529311658,291.6208306025416
615,639087.8153081697,291.5143395997887,291.6166215477732
620,639046.9094435121,291.5150134295149,291.6127210122312
625,639006.7807781762,291.5156744203445,291.6091289959158
630,638967.4292785927,291.5163225722775,291.6058454988268
635,638928.4925814106,291.516963918203,291.6026026819162
640,638888.9481104013,291.5176154842167,291.5986446464446
645,638849.9692806005,291.5182577325559,291.5948388003312
650,638811.5528298318,291.5188907171452,291.5911827495083
655,638773.6954964428,291.5195144919093,291.5876740999083
660,638736.3940192924,291.5201291107731,291.5843104574635
665,638699.6451377477,291.5207346276612,291.5810894281061
670,638663.4455916802,291.5213310964983,291.5780086177684
675,638627.7921214503,291.5219185712091,291.5750656323828
680,638592.6814679129,291.5224971057183,291.5722580778816
685,638558.1103724048,291.5230667539508,291.5695835601971
690,638524.0755767324,291.5236275698311,291.5670396852616
695,638490.573823175,291.524179607284,291.5646240590074
700,638457.6018544817,291.5247229202342,291.5623342873669
705,638425.1564138442,291.5252575626066,291.5601679762722
710,638393.2342449194,291.5257835883256,291.5581227316558
715,638361.8320918009,291.5263010513161,291.5561961594499
720,638330.9466990187,291.5268100055028,291.5543858655869
725,638300.5748115404,291.5273105048104,291.5526894559991
730,638270.7131747607,291.5278026031637,291.5511045366187
735,638241.3585344877,291.5282863544872,291.5496287133781
740,638212.5076369535,291.5287618127059,291.5482595922096
745,638184.1572287855,291.5292290317443,291.5469947790455
750,638156.3040570259,291.5296880655272,291.5458318798181
755,638128.9448691063,291.5301389679793,291.5447685004597
760,638102.0764128488,291.5305817930253,291.5438022469026
765,638075.6954364687,291.53101659459,291.5429307250792
770,638049.7986885512,291.5314434265981,291.5421515409217
775,638024.382918063,291.5318623429742,291.5414623003625
780,637999.4448743251,291.5322733976431,291.5408606093338
785,637974.9813070351,291.5326766445295,291.5403440737679
790,637950.988966244,291.5330721375582,291.5399102995973
795,637927.4646023477,291.5334599306538,291.5395568927541
800,637904.4049660979,291.533840077741,291.5392814591708
805,637881.8068085699,291.5342126327447,291.5390816047795
810,637858.7977125567,291.5345918475171,291.5387836321597
815,637836.1591999214,291.5349649569436,291.5385398137901
820,637813.894429581,291.5353319103165,291.5383490180297
825,637791.998001838,291.5356927967382,291.5382084263829
830,637770.4645173189,291.5360477053105,291.5381152203538
835,637749.2885769517,291.5363967251357,291.5380665814467
840,637728.4647819748,291.5367399453157,291.5380596911658
845,637707.9877339161,291.5370774549526,291.5380917310154
850,637687.8520345922,291.5374093431486,291.5381598824995
855,637668.0522861111,291.5377356990056,291.5382613271227
860,637648.5830908432,291.5380566116258,291.5383932463889
865,637629.4390514313,291.5383721701112,291.5385528218024
870,637610.6147707877,291.538682463564,291.5387372348675
875,637592.1048520735,291.5389875810861,291.5389436670885
880,637573.9038987012,291.5392876117797,291.5391692999694
885,637556.0065143299,291.5395826447468,291.5394113150146
890,637538.4073028644,291.5398727690895,291.5396668937283
895,637521.100868419,291.5401580739099,291.5399332176147
900,637504.0818153593,291.54043864831,291.540207468178
905,637487.3447482643,291.5407145813919,291.5404868269225
910,637470.884271919,291.5409859622578,291.5407684753524
915,637454.6949913296,291.5412528800096,291.5410495949719
920,637438.771511709,291.5415154237495,291.5413273672853
925,637423.1084384603,291.5417736825795,291.5415989737967
930,637407.7003771865,291.5420277456017,291.5418615960105
935,637392.5419336789,291.5422777019182,291.5421124154308
940,637377.6277139185,291.542523640631,291.5423486135618
945,637362.9523240607,291.5427656508422,291.5425673719078
950,637348.5103704338,291.5430038216539,291.5427658719731
955,637334.2964595545,291.5432382421682,291.5429412952618
960,637320.3051980756,291.5434690014872,291.5430908232781
965,637306.5311928431,291.5436961887128,291.5432116375264
970,637292.9690508391,291.5439198929472,291.5433009195107
975,637279.6133792149,291.5441402032925,291.5433558507355
980,637266.9361069084,291.5443492279855,291.544044501047
985,637254.6466254744,291.5445518248779,291.5449631808277
990,637242.5912144921,291.5447505631112,291.5459005942275
995,637230.7650766247,291.5449455218325,291.5468547595809
1000,637219.1634146726,291.5451367801891,291.547823695222
1005,637207.7814315686,291.5453244173281,291.5488054194851
1010,637196.6143303795,291.5455085123967,291.5497979507045
1015,637185.6573142956,291.5456891445421,291.5507993072147
