"time","singleChiller.singleChiller.mov.P","singleChiller.singleChiller.chillerWithHex2_1.chi.P","singleChiller.singleChiller.mov1.P","supplyTemp","returnTemp","storageTankWithPump.mov.P","total_power","total_energy"
400,63369.520287783,14276.57815581334,63534.9627503454,293.0267355824902,293.4757118805293,64066.82386098196,205247.8850549237,84551931.06521665
405,63369.520287783,14743.46202756561,63534.9627503454,293.0267180927724,293.460600028431,64066.82386098196,205714.768926676,85579337.70017065
410,63369.520287783,15202.6201742197,63534.9627503454,293.0267017836026,293.446121769393,64066.82386098196,206173.9270733301,86609059.44017066
415,63369.520287783,15654.05237654834,63534.9627503454,293.0266866549808,293.4322771034152,64066.82386098196,206625.3592756587,87641057.65604313
420,63369.520287783,16101.56989096481,63534.9627503454,293.0266755800933,293.4184105018364,64066.82386098196,207072.8767900752,88675303.24620746
425,63369.520287783,16542.39815723025,63534.9627503454,293.0266664675094,293.4049991327457,64066.82386098196,207513.7050563406,89711769.7008235
430,63369.520287783,16976.38362034729,63534.9627503454,293.0266592016118,293.3920693746257,64066.82386098196,207947.6905194577,90750423.18976299
435,63369.520287783,17403.52610322228,63534.9627503454,293.0266537824008,293.3796212274764,64066.82386098196,208374.8330023327,91791229.49856748
440,63369.520287783,17823.82543427529,63534.9627503454,293.0266502098763,293.367654691298,64066.82386098196,208795.1323333857,92834154.41190678
445,63369.520287783,18237.28144746309,63534.9627503454,293.0266484840382,293.3561697660901,64066.82386098196,209208.5883465735,93879163.71360667
450,63369.520287783,18643.89398226268,63534.9627503454,293.0266486048866,293.3451664518532,64066.82386098196,209615.200881373,94926223.18667653
455,63369.520287783,19043.66288367807,63534.9627503454,293.0266505724215,293.3346447485869,64066.82386098196,210014.9697827885,95975298.61333694
460,63369.52028778298,19439.75650656487,63534.9627503454,293.0266484916046,293.3241385575073,64066.82386098196,210411.0634056752,97026363.69630809
465,63369.52028778298,19830.12052255907,63534.9627503454,293.0266461852318,293.3139501328837,64066.82386098196,210801.4274216694,98079394.92337646
470,63369.52028778298,20214.43028886217,63534.9627503454,293.0266442573662,293.3041272357563,64066.82386098196,211185.7371879725,99134362.83490056
475,63369.520287783,20592.68581541473,63534.9627503454,293.026642708008,293.294669866125,64066.82386098196,211563.9927145251,100191237.1596568
480,63369.520287783,20964.88711188398,63534.9627503454,293.0266415371571,293.28557802399,64066.82386098196,211936.1940109944,101249987.6264706
485,63369.520287783,21331.03418766198,63534.9627503454,293.0266407448134,293.2768517093511,64066.82386098196,212302.3410867724,102310583.964215
490,63369.520287783,21691.12705188198,63534.9627503454,293.0266403309772,293.2684909222085,64066.82386098196,212662.4339509924,103372995.9018094
495,63369.520287783,22045.16571339345,63534.9627503454,293.0266402956482,293.260495662562,64066.82386098196,213016.4726125038,104437193.1682182
500,63369.520287783,22403.19833251679,63534.9627503454,293.0266619444288,293.2517553062958,64066.82386098196,213374.5052316271,105503170.6128285
505,63369.520287783,22758.04374670457,63534.9627503454,293.02669005508,293.2430633623428,64066.82386098196,213729.3506458149,106570930.2525221
510,63369.520287783,23107.81759083384,63534.9627503454,293.0267206328886,293.2346280681775,64066.82386098196,214079.1244899442,107640451.4403615
515,63369.520287783,23452.51966550008,63534.9627503454,293.0267536778546,293.2264494237996,64066.82386098196,214423.8265646105,108711708.8179979
520,63369.520287783,23792.14977861955,63534.9627503454,293.0267891899779,293.2185274292094,64066.82386098196,214763.4566777299,109784677.0261037
525,63369.520287783,24126.70774543022,63534.9627503454,293.0268271692588,293.2108620844067,64066.82386098196,215098.0146445406,110859330.7044094
530,63369.520287783,24456.19338849381,63534.9627503454,293.0268676156969,293.2034533893915,64066.82386098196,215427.5002876042,111935644.4917398
535,63369.520287783,24780.60653769266,63534.9627503454,293.0269105292925,293.196301344164,64066.82386098196,215751.913436803,113013593.0260508
540,63369.520287783,25099.94703023383,63534.9627503454,293.0269559100455,293.189405948724,64066.82386098196,216071.2539293442,114093150.9444662
545,63369.520287783,25414.21471064933,63534.9627503454,293.0270037579559,293.1827672030715,64066.82386098196,216385.5216097597,115174292.8833139
550,63369.520287783,25723.4094307905,63534.9627503454,293.0270540730236,293.1763851072066,64066.82386098196,216694.7163299009,116256993.4781631
555,63369.520287783,26027.53104983013,63534.9627503454,293.0271068552488,293.1702596611292,64066.82386098196,216998.8379489405,117341227.3638602
560,63369.520287783,26326.57943426932,63534.9627503454,293.0271621046314,293.1643908648394,64066.82386098196,217297.8863333797,118426969.174566
565,63369.520287783,26620.55445793164,63534.9627503454,293.0272198211714,293.1587787183371,64066.82386098196,217591.861357042,119514193.543792
570,63369.520287783,26909.45600195531,63534.9627503454,293.0272800048688,293.1534232216225,64066.82386098196,217880.7629010657,120602875.1044373
575,63369.520287783,27193.28395481389,63534.9627503454,293.0273426557235,293.1483243746953,64066.82386098196,218164.5908539243,121692988.4888248
580,63369.520287783,27472.03821229252,63534.9627503454,293.0274077737357,293.1434821775558,64066.82386098196,218443.3451114029,122784508.3287381
585,63369.520287783,27745.71867750603,63534.9627503454,293.0274753589053,293.1388966302038,64066.82386098196,218717.0255766164,123877409.2554581
590,63369.520287783,28014.32526089407,63534.9627503454,293.0275454112323,293.1345677326393,64066.82386098196,218985.6321600045,124971665.8997997
595,63369.520287783,28277.85788021172,63534.9627503454,293.0276179307166,293.1304954848624,64066.82386098196,219249.1647793221,126067252.892148
600,63369.520287783,28536.31646054326,63534.9627503454,293.0276929173584,293.126679886873,64066.82386098196,219507.6233596536,127164144.8624955
605,63369.520287783,28789.70093429411,63534.9627503454,293.0277703711575,293.1231209386713,64066.82386098196,219761.0078334045,128262316.4404781
